ID,START TIME,END TIME,AREA ID,AREA NAME,HOUSE ID,HOUSE NAME,TYPE
13953,2017-08-12 04:31:58.749550,2017-08-12 05:58:21.331000,14,Terrace View/Encanto Gardens,659,1811 W Avalon Dr,HOUSE,
14052,2017-08-16 06:24:21.132669,2017-08-16 08:07:09.628000,8,Ingram 1,479,936 W Why Worry Ln,HOUSE,
13952,2017-08-12 04:31:54.128281,2017-08-12 07:39:26.434000,14,Terrace View/Encanto Gardens,658,1808 W Avalon Dr,HOUSE,
13951,2017-08-12 04:31:49.450363,2017-08-12 07:50:33.446000,14,Terrace View/Encanto Gardens,657,3028 N 18th Ave,HOUSE,
13954,2017-08-12 04:32:35.996968,2017-08-12 07:56:59.508000,14,Terrace View/Encanto Gardens,661,1816 W Verde Ln,HOUSE,
13955,2017-08-12 04:32:52.219981,2017-08-12 08:44:00.125000,14,Terrace View/Encanto Gardens,663,2902 N 18th Ave,HOUSE,
13961,2017-08-12 07:50:53.724649,2017-08-12 08:44:02.559000,14,Terrace View/Encanto Gardens,662,2928 N 18th Ave,HOUSE,
14025,2017-08-16 00:56:55.776291,2017-08-16 02:49:51.485000,8,Ingram 1,481,925 W Why Worry Ln,HOUSE,
13988,2017-08-15 14:34:05.247465,2017-08-15 15:25:38.999000,8,Ingram 1,472,8737 N 9th Ave,HOUSE,
13989,2017-08-15 14:46:08.555986,2017-08-15 15:36:27.381000,8,Ingram 1,473,8733 N 9th Ave,HOUSE,
13965,2017-08-14 08:46:52.710322,2017-08-14 09:51:57.339000,10,Orange Valley 2,536,4902 East Osborn Road,HOUSE,
14042,2017-08-16 04:19:12.850109,2017-08-16 05:02:20.725000,8,Ingram 1,476,1022 W Why Worry Ln,HOUSE,
13963,2017-08-14 08:46:35.507621,2017-08-14 10:06:24.637000,10,Orange Valley 2,551,4926 East Weldon Avenue,HOUSE,
14000,2017-08-15 19:07:34.920161,2017-08-15 20:45:28.067000,8,Ingram 1,494,1112 W Lawrence Ln,HOUSE,
13968,2017-08-14 08:58:04.077797,2017-08-14 10:26:42.844000,10,Orange Valley 2,543,3423 North 49th Street,HOUSE,
13987,2017-08-15 14:33:36.415652,2017-08-15 15:43:30.892000,8,Ingram 1,469,8806 N 9th Ave,HOUSE,
13967,2017-08-14 08:47:07.624475,2017-08-14 10:50:26.881000,10,Orange Valley 2,537,3411 North 49th Street,HOUSE,
13964,2017-08-14 08:46:40.045091,2017-08-14 10:55:46.230000,10,Orange Valley 2,535,4900 East Osborn Road,HOUSE,
14027,2017-08-16 01:43:08.943944,2017-08-16 04:49:56.914000,2,Rancho Grande Landerwood,89,7615 N 10th Ave,HOUSE,
13970,2017-08-14 09:53:05.273087,2017-08-14 11:17:03.865000,10,Orange Valley 2,545,3443 North 49th Street,HOUSE,
14028,2017-08-16 01:51:13.384072,2017-08-16 03:32:25.511000,2,Rancho Grande Landerwood,85,7630 N 10th Ave,HOUSE,
13966,2017-08-14 08:46:54.926292,2017-08-14 11:19:41.729000,10,Orange Valley 2,534,3412 North 49th Street,HOUSE,
14003,2017-08-15 20:25:53.559926,2017-08-15 21:13:21.049000,8,Ingram 1,491,1119 W Townley Ave,HOUSE,
13990,2017-08-15 15:36:59.312309,2017-08-15 16:31:55.667000,8,Ingram 1,474,8727 N 9th Ave,HOUSE,
14026,2017-08-16 01:37:33.029380,2017-08-16 02:59:43.045000,2,Rancho Grande Landerwood,90,932 W Kaler Dr,HOUSE,
13969,2017-08-14 09:52:49.856204,2017-08-14 11:30:57.190000,10,Orange Valley 2,544,3433 North 49th Street,HOUSE,
13992,2017-08-15 15:44:12.450773,2017-08-15 16:38:15.978000,8,Ingram 1,471,8805 N 9th Ave,HOUSE,
13974,2017-08-14 11:00:35.260339,2017-08-14 12:13:32.872000,10,Orange Valley 2,540,3444 North 49th Street,HOUSE,
14002,2017-08-15 19:48:00.037331,2017-08-15 21:18:34.174000,8,Ingram 1,482,915 W Why Worry Ln,HOUSE,
13972,2017-08-14 10:27:00.773596,2017-08-14 12:19:02.789000,10,Orange Valley 2,546,3601 North 49th Street,HOUSE,
13973,2017-08-14 10:56:04.518036,2017-08-14 12:37:42.728000,10,Orange Valley 2,539,3434 North 49th Street,HOUSE,
13986,2017-08-15 14:33:21.544340,2017-08-15 17:26:13.475000,8,Ingram 1,470,8815 N 9th Ave,HOUSE,
13976,2017-08-14 11:55:26.164924,2017-08-14 12:45:33.261000,10,Orange Valley 2,541,3602 North 49th Street,HOUSE,
13979,2017-08-14 12:45:56.251727,2017-08-14 13:16:31.856000,10,Orange Valley 2,542,3610 North 49th Street,HOUSE,
13975,2017-08-14 11:31:01.316915,2017-08-14 13:47:59.081000,10,Orange Valley 2,547,3609 North 49th Street,HOUSE,
13991,2017-08-15 15:43:35.600154,2017-08-15 17:58:36.729000,8,Ingram 1,468,8818 N 9th Ave,HOUSE,
13980,2017-08-14 13:49:40.359504,2017-08-14 13:49:49.742000,10,Orange Valley 2,552,3641 North 49th Place,HOUSE,
14024,2017-08-16 00:39:59.570761,2017-08-16 01:54:30.447000,8,Ingram 1,480,955 W Why Worry Ln,HOUSE,
13993,2017-08-15 16:31:55.492450,2017-08-15 18:11:17.183000,8,Ingram 1,475,1011/1007 W Lawrence Ln,HOUSE,
13977,2017-08-14 12:19:23.403011,2017-08-14 13:54:57.447000,10,Orange Valley 2,548,3619 North 49th Street,HOUSE,
13971,2017-08-14 10:06:42.495594,2017-08-14 14:25:21.096000,10,Orange Valley 2,553,3651 North 49th Place,HOUSE,
13994,2017-08-15 17:07:07.905678,2017-08-15 18:57:59.040000,8,Ingram 1,490,1111 W Townley Ave,HOUSE,
14030,2017-08-16 02:11:17.773508,2017-08-16 03:04:25.144000,2,Rancho Grande Landerwood,54,909 W Wagon Wheel Dr,HOUSE,
13995,2017-08-15 17:30:19.068774,2017-08-15 19:03:55.461000,8,Ingram 1,497,1111 W Lawrence Ln,HOUSE,
14021,2017-08-15 23:14:44.905501,2017-08-16 01:59:00.434000,2,Rancho Grande Landerwood,81,7619 N 11th Ave,HOUSE,
14007,2017-08-15 21:19:15.727574,2017-08-15 23:58:43.415000,8,Ingram 1,477,8633 N Why Worry Ln,HOUSE,
14004,2017-08-15 20:25:57.952072,2017-08-15 21:32:08.662000,8,Ingram 1,488,1143 W Townley Ave,HOUSE,
13998,2017-08-15 19:04:17.890064,2017-08-15 19:36:05.669000,8,Ingram 1,498,1125 W Lawrence Ln,HOUSE,
13996,2017-08-15 18:11:39.202635,2017-08-15 19:47:02.522000,8,Ingram 1,482,915 W Why Worry Ln,HOUSE,
13999,2017-08-15 19:04:19.927461,2017-08-15 19:56:32.889000,8,Ingram 1,499,1131 W Lawrence Ln,HOUSE,
14041,2017-08-16 03:32:56.466231,2017-08-16 06:44:36.585000,2,Rancho Grande Landerwood,113,7701 N 11th Ave,HOUSE,
14036,2017-08-16 03:09:21.708202,2017-08-16 08:30:40.751000,2,Rancho Grande Landerwood,54,909 W Wagon Wheel Dr,HOUSE,
14013,2017-08-15 23:06:51.835897,2017-08-16 02:10:33.879000,2,Rancho Grande Landerwood,51,1009 W Wagon Wheel Dr,HOUSE,
14010,2017-08-15 22:27:44.145398,2017-08-16 00:11:43.466000,8,Ingram 1,483,1111 W Dunlap Ave,HOUSE,
14049,2017-08-16 05:28:52.083157,2017-08-16 07:33:46.387000,2,Rancho Grande Landerwood,69,1018 W Wagon Wheel Dr,HOUSE,
14008,2017-08-15 21:30:11.182168,2017-08-15 22:29:57.320000,8,Ingram 1,487,1138 W Townley Ave,HOUSE,
14014,2017-08-15 23:07:26.846186,2017-08-16 02:10:37.803000,2,Rancho Grande Landerwood,52,1001 W Wagon Wheel Dr,HOUSE,
14009,2017-08-15 22:06:25.195963,2017-08-15 22:46:17.894000,8,Ingram 1,486,1130 W Townley Ave,HOUSE,
14023,2017-08-16 00:34:02.615035,2017-08-16 01:21:05.825000,8,Ingram 1,479,936 W Why Worry Ln,HOUSE,
14022,2017-08-16 00:11:04.986902,2017-08-16 03:58:36.133000,8,Ingram 1,492,8748 N 11th Ave,HOUSE,
14006,2017-08-15 20:49:34.409693,2017-08-16 01:32:05.129000,8,Ingram 1,467,8822 N 9th Ave,HOUSE,
14019,2017-08-15 23:13:52.678099,2017-08-16 01:38:45.677000,2,Rancho Grande Landerwood,92,910 W Kaler Dr,HOUSE,
14034,2017-08-16 02:50:38.534283,2017-08-16 04:18:53.780000,8,Ingram 1,478,8624 N Why Worry Ln,HOUSE,
14018,2017-08-15 23:13:43.303018,2017-08-16 01:43:23.760000,2,Rancho Grande Landerwood,82,1018 W Kaler Dr,HOUSE,
14012,2017-08-15 23:06:00.260378,2017-08-16 02:22:34.116000,2,Rancho Grande Landerwood,50,1017 W Wagon Wheel Dr,HOUSE,
14029,2017-08-16 01:59:46.444518,2017-08-16 03:17:02.915000,2,Rancho Grande Landerwood,84,7620 N 10th Ave,HOUSE,
14020,2017-08-15 23:14:03.073315,2017-08-16 02:28:45.235000,2,Rancho Grande Landerwood,97,7630 N 9th Ave,HOUSE,
14035,2017-08-16 03:00:26.573361,2017-08-16 05:07:14.428000,2,Rancho Grande Landerwood,91,922 W Kaler Dr,HOUSE,
14033,2017-08-16 02:35:46.709885,2017-08-16 07:33:39.780000,2,Rancho Grande Landerwood,72,1001 W Kaler Dr,HOUSE,
14016,2017-08-15 23:09:52.391088,2017-08-16 02:35:35.555000,2,Rancho Grande Landerwood,70,1019 W Kaler Dr,HOUSE,
14015,2017-08-15 23:08:02.981882,2017-08-16 02:45:54.370000,2,Rancho Grande Landerwood,53,917 W Wagon Wheel Dr,HOUSE,
14039,2017-08-16 03:17:44.627757,2017-08-16 05:45:44.028000,2,Rancho Grande Landerwood,86,7640 N 10th Ave,HOUSE,
14031,2017-08-16 02:11:21.973337,2017-08-16 03:27:43.350000,2,Rancho Grande Landerwood,55,901 W Wagon Wheel Dr,HOUSE,
14038,2017-08-16 03:17:41.306323,2017-08-16 04:28:28.509000,2,Rancho Grande Landerwood,466,7627 N 11th Ave,HOUSE,
14043,2017-08-16 04:32:08.123926,2017-08-16 06:44:14.302000,2,Rancho Grande Landerwood,98,7636 N 9th Ave,HOUSE,
14047,2017-08-16 05:16:03.806816,2017-08-16 08:47:15.955000,2,Rancho Grande Landerwood,93,716 W Kaler Dr,HOUSE,
14051,2017-08-16 05:46:16.847592,2017-08-16 08:37:10.760000,2,Rancho Grande Landerwood,110,1006 W Frier Dr,HOUSE,
14048,2017-08-16 05:23:06.567576,2017-08-16 07:33:37.733000,2,Rancho Grande Landerwood,71,1009 W Kaler Dr,HOUSE,
14037,2017-08-16 03:09:27.923036,2017-08-16 05:22:40.022000,2,Rancho Grande Landerwood,57,815 W Wagon Wheel Dr,HOUSE,
14040,2017-08-16 03:28:22.099774,2017-08-16 05:22:45.244000,2,Rancho Grande Landerwood,58,805 W Wagon Wheel Dr,HOUSE,
14053,2017-08-16 06:44:29.308300,2017-08-16 07:36:21.900000,2,Rancho Grande Landerwood,87,7635 N 10th Ave,HOUSE,
13985,2017-08-15 14:32:28.397874,2017-08-16 08:07:09.628000,8,Ingram 1,,,MAIN,
14045,2017-08-16 05:04:41.293554,2017-08-16 06:20:07.835000,8,Ingram 1,476,1022 W Why Worry Ln,HOUSE,
14054,2017-08-16 06:44:31.020266,2017-08-16 09:56:04.820000,2,Rancho Grande Landerwood,99,7646 N 9th Ave,HOUSE,
14055,2017-08-16 06:45:04.148957,2017-08-16 08:37:13.539000,2,Rancho Grande Landerwood,111,7709 N 11th Ave,HOUSE,
14061,2017-08-16 08:31:06.864796,2017-08-16 09:55:56.411000,2,Rancho Grande Landerwood,67,918 W Wagon Wheel Dr,HOUSE,
14057,2017-08-16 07:34:03.516568,2017-08-16 09:32:24.737000,2,Rancho Grande Landerwood,74,929 W Kaler Dr,HOUSE,
14059,2017-08-16 07:37:06.357497,2017-08-16 11:48:05.530000,2,Rancho Grande Landerwood,100,901 W Frier Dr,HOUSE,
14058,2017-08-16 07:34:18.029076,2017-08-16 08:16:33.761000,2,Rancho Grande Landerwood,68,1002 W Wagon Wheel Dr,HOUSE,
14063,2017-08-16 08:37:32.451268,2017-08-16 11:08:49.336000,2,Rancho Grande Landerwood,109,1002 W Frier Dr,HOUSE,
14046,2017-08-16 05:16:03.761845,2017-08-16 08:47:11.785000,2,Rancho Grande Landerwood,94,7633 N 9th Ave,HOUSE,
14145,2017-08-17 02:46:16.234178,2017-08-17 03:47:56.259000,2,Rancho Grande Landerwood,44,902 W Vista Ave,HOUSE,
14089,2017-08-16 14:51:11.572620,2017-08-16 16:17:11.579000,12,Holly Estates,581,1022 West Las Palmaritas Drive,HOUSE,
14056,2017-08-16 07:34:01.371449,2017-08-16 09:48:57.643000,2,Rancho Grande Landerwood,73,939 W Kaler Dr,HOUSE,
14131,2017-08-16 23:43:16.162144,2017-08-17 00:30:41.624000,2,Rancho Grande Landerwood,114,7718 N 7th Ave,HOUSE,
14110,2017-08-16 20:18:25.130451,2017-08-16 21:39:09.196000,2,Rancho Grande Landerwood,122,7622 N 7th Ave,HOUSE,
14095,2017-08-16 15:15:19.809767,2017-08-16 16:41:03.180000,12,Holly Estates,579,920 West Las Palmaritas Drive,HOUSE,
14096,2017-08-16 15:35:42.877234,2017-08-16 16:41:08.642000,12,Holly Estates,578,912 West Las Palmaritas Drive,HOUSE,
14108,2017-08-16 19:06:44.650882,2017-08-16 21:43:58.296000,2,Rancho Grande Landerwood,49,1018 W Vista Ave,HOUSE,
14068,2017-08-16 09:56:30.428469,2017-08-16 11:21:31.606000,2,Rancho Grande Landerwood,66,910 W Wagon Wheel Dr,HOUSE,
14069,2017-08-16 09:56:36.028536,2017-08-16 11:23:45.535000,2,Rancho Grande Landerwood,65,902 W Wagon Wheel Dr,HOUSE,
14064,2017-08-16 08:47:49.195236,2017-08-16 11:26:18.747000,2,Rancho Grande Landerwood,95,7645 N 9th Ave,HOUSE,
14132,2017-08-16 23:51:50.548858,2017-08-17 01:58:20.212000,11,Frier Homes/Westwind,558,1314 West Frier Drive,HOUSE,
14111,2017-08-16 20:18:33.370710,2017-08-16 21:56:24.532000,2,Rancho Grande Landerwood,121,7632 N 7th Ave,HOUSE,
14070,2017-08-16 10:57:59.584748,2017-08-16 12:08:23.784000,2,Rancho Grande Landerwood,112,7717 N 11th Ave,HOUSE,
14092,2017-08-16 14:59:02.606724,2017-08-16 16:54:19.147000,2,Rancho Grande Landerwood,126,7540 N 7th Ave,HOUSE,
14141,2017-08-17 01:21:42.918328,2017-08-17 06:51:39.600000,2,Rancho Grande Landerwood,101,714 W Frier Dr,HOUSE,
14094,2017-08-16 15:05:31.124131,2017-08-16 17:38:30.419000,2,Rancho Grande Landerwood,104,722 W Frier Dr,HOUSE,
14104,2017-08-16 16:41:55.140914,2017-08-16 17:42:23.789000,12,Holly Estates,570,Middle Part,HOUSE,
14074,2017-08-16 11:27:55.934595,2017-08-16 17:45:38.671000,2,Rancho Grande Landerwood,105,730 W Frier Dr,HOUSE,
14072,2017-08-16 11:22:55.078649,2017-08-16 12:46:09.836000,2,Rancho Grande Landerwood,64,822 W Wagon Wheel Dr,HOUSE,
14146,2017-08-17 02:49:40.522782,2017-08-17 03:55:38.120000,2,Rancho Grande Landerwood,39,807 W Vista Ave,HOUSE,
14073,2017-08-16 11:22:55.114954,2017-08-16 12:46:12.352000,2,Rancho Grande Landerwood,63,814 W Wagon Wheel Dr,HOUSE,
14137,2017-08-17 00:55:46.616736,2017-08-17 02:02:34.924000,2,Rancho Grande Landerwood,45,910 W Vista Ave,HOUSE,
14102,2017-08-16 16:41:32.136591,2017-08-16 18:08:32.418000,12,Holly Estates,569,8215 North 11th Avenue,HOUSE,
14080,2017-08-16 12:36:16.731918,2017-08-16 13:34:58.605000,12,Holly Estates,574,919 West Las Palmaritas Drive,HOUSE,
14113,2017-08-16 20:20:53.485131,2017-08-16 22:05:12.121000,2,Rancho Grande Landerwood,119,7702 N 7th Ave,HOUSE,
14133,2017-08-17 00:02:34.548659,2017-08-17 00:55:17.616000,2,Rancho Grande Landerwood,46,918 W Vista Ave,HOUSE,
14084,2017-08-16 12:47:44.629661,2017-08-16 13:40:32.787000,2,Rancho Grande Landerwood,131,806 W Wagon Wheel Dr,HOUSE,
14105,2017-08-16 17:42:51.526815,2017-08-16 18:17:48.021000,12,Holly Estates,570,Middle Part,HOUSE,
14115,2017-08-16 21:31:10.213951,2017-08-16 22:08:08.392000,11,Frier Homes/Westwind,565,7718 North 15th Avenue,HOUSE,
14097,2017-08-16 15:51:44.700689,2017-08-16 18:19:21.271000,2,Rancho Grande Landerwood,125,7548 N 7th Ave,HOUSE,
14083,2017-08-16 12:37:11.917227,2017-08-16 13:45:24.007000,12,Holly Estates,583,710 West El Camino Drive,HOUSE,
14071,2017-08-16 11:09:06.248171,2017-08-16 13:47:17.479000,2,Rancho Grande Landerwood,108,918 W Frier Dr,HOUSE,
14099,2017-08-16 15:57:19.703269,2017-08-16 18:55:08.241000,2,Rancho Grande Landerwood,103,718 W Frier Dr,HOUSE,
14081,2017-08-16 12:36:29.956144,2017-08-16 14:06:23.975000,12,Holly Estates,573,911 West Las Palmaritas Drive,HOUSE,
14100,2017-08-16 16:00:51.070395,2017-08-16 18:55:11.988000,2,Rancho Grande Landerwood,102,716 W Frier Dr,HOUSE,
14079,2017-08-16 12:35:53.350447,2017-08-16 14:39:41.959000,12,Holly Estates,576,1011 West Las Palmaritas Drive,HOUSE,
14082,2017-08-16 12:36:53.690442,2017-08-16 14:47:18.395000,12,Holly Estates,582,734 West El Camino Drive,HOUSE,
14087,2017-08-16 13:45:29.300513,2017-08-16 14:47:26.737000,12,Holly Estates,584,701 West Las Palmaritas Drive,HOUSE,
14093,2017-08-16 15:01:57.365319,2017-08-16 18:57:19.480000,2,Rancho Grande Landerwood,77,901 W Kaler Dr,HOUSE,
14078,2017-08-16 12:32:53.854542,2017-08-16 14:50:53.031000,12,Holly Estates,577,1021 West Las Palmaritas Drive,HOUSE,
14117,2017-08-16 21:32:06.717224,2017-08-16 23:01:09.119000,11,Frier Homes/Westwind,556,1402 West Frier Drive,HOUSE,
14086,2017-08-16 13:40:45.287546,2017-08-16 14:57:36.731000,2,Rancho Grande Landerwood,61,800 W Wagon Wheel Dr,HOUSE,
14098,2017-08-16 15:51:54.130233,2017-08-16 19:06:25.138000,2,Rancho Grande Landerwood,78,721 W Kaler Dr,HOUSE,
14134,2017-08-17 00:11:31.973144,2017-08-17 01:06:12.659000,2,Rancho Grande Landerwood,62,1001 W Vista Ave,HOUSE,
14066,2017-08-16 09:49:27.873511,2017-08-16 15:01:32.390000,2,Rancho Grande Landerwood,75,919 W Kaler Dr,HOUSE,
14067,2017-08-16 09:49:29.893611,2017-08-16 15:01:37.700000,2,Rancho Grande Landerwood,76,909 W Kaler Dr,HOUSE,
14106,2017-08-16 18:16:28.806957,2017-08-16 19:57:56.448000,12,Holly Estates,571,Back Part,HOUSE,
14076,2017-08-16 12:08:43.010067,2017-08-16 15:05:05.375000,2,Rancho Grande Landerwood,107,912 W Frier Dr,HOUSE,
14123,2017-08-16 22:00:58.428341,2017-08-16 23:03:43.139000,2,Rancho Grande Landerwood,48,1010 W Vista Ave,HOUSE,
14085,2017-08-16 13:35:11.011561,2017-08-16 15:15:10.973000,12,Holly Estates,572,901 West Las Palmaritas Drive,HOUSE,
14139,2017-08-17 01:06:35.999303,2017-08-17 02:20:56.908000,2,Rancho Grande Landerwood,35,909 W Vista Ave,HOUSE,
14088,2017-08-16 14:27:27.955267,2017-08-16 15:35:03.955000,12,Holly Estates,575,1001 West Las Palmaritas Drive,HOUSE,
14090,2017-08-16 14:57:55.115505,2017-08-16 15:51:18.975000,2,Rancho Grande Landerwood,59,7541 N 8th Ave,HOUSE,
14101,2017-08-16 16:26:48.290183,2017-08-16 20:15:01.958000,2,Rancho Grande Landerwood,80,717 W Kaler Dr,HOUSE,
14091,2017-08-16 14:57:58.630259,2017-08-16 15:51:24.178000,2,Rancho Grande Landerwood,60,7545 N 8th Ave,HOUSE,
14065,2017-08-16 08:51:32.129704,2017-08-16 15:51:32.129704,2,Rancho Grande Landerwood,96,727 W Frier Dr,HOUSE,
14148,2017-08-17 03:55:52.670007,2017-08-17 05:08:47.753000,2,Rancho Grande Landerwood,38,815 W Vista Ave,HOUSE,
14122,2017-08-16 21:44:17.614733,2017-08-16 23:09:17.912000,2,Rancho Grande Landerwood,31,1017 W Vista Ave,HOUSE,
14075,2017-08-16 11:48:33.287301,2017-08-16 16:00:32.907000,2,Rancho Grande Landerwood,106,902 W Frier Dr,HOUSE,
14124,2017-08-16 22:05:04.558101,2017-08-16 23:23:02.509000,2,Rancho Grande Landerwood,130,7730 N 7th Ave,HOUSE,
14135,2017-08-17 00:31:00.092780,2017-08-17 01:16:52.206000,2,Rancho Grande Landerwood,117,7800 N 7th Ave,HOUSE,
14165,2017-08-18 05:20:19.194793,2017-08-18 08:20:20.796000,15,Maryland plaza,731,715 E Claremont St,HOUSE,
14107,2017-08-16 18:56:59.950053,2017-08-16 20:20:28.116000,2,Rancho Grande Landerwood,123,7612 N 7th Ave,HOUSE,
14125,2017-08-16 22:05:17.440909,2017-08-16 23:42:34.016000,2,Rancho Grande Landerwood,115,7740 N 7th Ave,HOUSE,
14128,2017-08-16 23:01:47.947877,2017-08-17 02:41:47.998000,11,Frier Homes/Westwind,557,1322 West Frier Drive,HOUSE,
14109,2017-08-16 19:59:02.301341,2017-08-16 20:59:01.238000,12,Holly Estates,571,Back Part,HOUSE,
14103,2017-08-16 16:41:34.373343,2017-08-16 20:59:01.238000,12,Holly Estates,568,8207 North 11th Avenue,HOUSE,
14077,2017-08-16 12:31:48.966765,2017-08-16 20:59:01.238000,12,Holly Estates,,,MAIN,
14126,2017-08-16 22:08:24.668175,2017-08-17 01:18:46.081000,11,Frier Homes/Westwind,567,1518 West Frier Drive Back Yard,HOUSE,
14112,2017-08-16 20:20:47.513806,2017-08-16 21:16:19.467000,2,Rancho Grande Landerwood,120,7642 N 7th Ave,HOUSE,
14114,2017-08-16 21:30:52.354778,2017-08-17 02:41:47.998000,11,Frier Homes/Westwind,,,MAIN,
14127,2017-08-16 22:08:29.803034,2017-08-17 01:18:51.812000,11,Frier Homes/Westwind,566,1518 West Frier Drive,HOUSE,
14136,2017-08-17 00:32:06.905173,2017-08-17 01:20:18.839000,2,Rancho Grande Landerwood,114,7718 N 7th Ave,HOUSE,
14151,2017-08-17 06:45:03.580721,2017-08-17 07:58:17.814000,2,Rancho Grande Landerwood,41,806 W Vista Ave,HOUSE,
14147,2017-08-17 03:42:59.090050,2017-08-17 05:13:51.456000,2,Rancho Grande Landerwood,42,816 W Vista Ave,HOUSE,
14116,2017-08-16 21:32:00.702853,2017-08-16 23:51:12.435000,11,Frier Homes/Westwind,555,1410 West Frier Drive,HOUSE,
14118,2017-08-16 21:32:10.483760,2017-08-16 23:57:11.190000,11,Frier Homes/Westwind,559,1308 West Frier Drive,HOUSE,
14143,2017-08-17 02:06:20.789697,2017-08-17 02:44:17.365000,2,Rancho Grande Landerwood,129,7516 N 7th Ave,HOUSE,
14129,2017-08-16 23:04:09.081150,2017-08-17 00:01:54.350000,2,Rancho Grande Landerwood,47,1002 W Vista Ave,HOUSE,
14120,2017-08-16 21:32:21.742862,2017-08-17 01:28:18.010000,11,Frier Homes/Westwind,561,1319 W Frier Drive,HOUSE,
14130,2017-08-16 23:09:23.494098,2017-08-17 00:11:16.326000,2,Rancho Grande Landerwood,32,1009 W Vista Ave,HOUSE,
14157,2017-08-18 02:58:26.614183,2017-08-18 05:32:25.877000,15,Maryland plaza,720,6325 N 10th Pl,HOUSE,
14121,2017-08-16 21:32:30.371560,2017-08-17 01:29:14.271000,11,Frier Homes/Westwind,563,1301 West Frier Drive,HOUSE,
14142,2017-08-17 01:55:05.572007,2017-08-17 02:49:25.355000,2,Rancho Grande Landerwood,36,901 W Vista Ave,HOUSE,
14119,2017-08-16 21:32:19.553776,2017-08-17 01:53:13.332000,11,Frier Homes/Westwind,560,1302 West Frier Drive,HOUSE,
14138,2017-08-17 01:06:34.320811,2017-08-17 01:54:45.484000,2,Rancho Grande Landerwood,34,917 W Vista Ave,HOUSE,
14150,2017-08-17 05:09:30.837972,2017-08-17 06:44:53.516000,2,Rancho Grande Landerwood,43,824 W Vista Ave,HOUSE,
14152,2017-08-17 07:45:01.692349,2017-08-17 08:30:24.102000,2,Rancho Grande Landerwood,124,7602 N 7th Ave,HOUSE,
14140,2017-08-17 01:17:11.411177,2017-08-17 03:11:44.153000,2,Rancho Grande Landerwood,116,7748 N 7th Ave,HOUSE,
14144,2017-08-17 02:44:34.147885,2017-08-17 08:41:40.595000,2,Rancho Grande Landerwood,128,7524 N 7th Ave,HOUSE,
14153,2017-08-17 08:18:40.093370,2017-08-17 08:41:40.595000,2,Rancho Grande Landerwood,40,7529 N 8th Ave,HOUSE,
14149,2017-08-17 05:09:23.825485,2017-08-17 06:44:57.395000,2,Rancho Grande Landerwood,37,823 W Vista Ave,HOUSE,
14162,2017-08-18 03:08:37.646963,2017-08-18 07:31:54.601000,15,Maryland plaza,745,6215 N 9th Pl,HOUSE,
14155,2017-08-18 02:58:08.978082,2017-08-18 04:54:53.527000,15,Maryland plaza,715,6324 N 10th Pl,HOUSE,
14156,2017-08-18 02:58:15.455358,2017-08-18 05:08:16.656000,15,Maryland plaza,716,6306 N 10th Pl,HOUSE,
14163,2017-08-18 03:08:57.363853,2017-08-18 07:46:25.602000,15,Maryland plaza,744,6219 N 9th Pl,HOUSE,
14161,2017-08-18 03:08:35.992935,2017-08-18 06:34:35.586000,15,Maryland plaza,746,6211 N 9th Pl,HOUSE,
14166,2017-08-18 05:20:25.038017,2017-08-18 09:25:44.179000,15,Maryland plaza,732,721 E Claremont St,HOUSE,
14164,2017-08-18 05:09:47.159056,2017-08-18 06:34:57.726000,15,Maryland plaza,735,728 E Rose Ln,HOUSE,
14167,2017-08-18 05:20:28.052397,2017-08-18 09:29:19.948000,15,Maryland plaza,733,725 E Claremont St,HOUSE,
14168,2017-08-18 05:20:31.769505,2017-08-18 07:32:03.120000,15,Maryland plaza,734,731 E Claremont St,HOUSE,
14169,2017-08-18 05:32:49.745552,2017-08-18 06:20:59.468000,15,Maryland plaza,723,6303 N 10th Pl,HOUSE,
14170,2017-08-18 06:21:06.185695,2017-08-18 08:01:12.813000,15,Maryland plaza,718,6242 N 10th Pl,HOUSE,
14171,2017-08-18 06:35:51.362472,2017-08-18 08:41:26.149000,15,Maryland plaza,743,6231 N 9th Pl,HOUSE,
14172,2017-08-18 06:35:51.389266,2017-08-18 08:41:23.954000,15,Maryland plaza,742,6245 N 9th Pl,HOUSE,
14173,2017-08-18 08:01:47.424968,2017-08-18 09:29:28.854000,15,Maryland plaza,753,6233 N 10th St,HOUSE,
14175,2017-08-18 08:48:11.550346,2017-08-18 11:08:39.948000,15,Maryland plaza,730,732 E Claremont St,HOUSE,
14154,2017-08-18 02:56:42.328058,2017-08-18 17:56:42.328058,15,Maryland plaza,,,MAIN,
14176,2017-08-18 08:48:29.065038,2017-08-18 09:14:37.179000,15,Maryland plaza,741,6251 N 9th Pl,HOUSE,
14177,2017-08-18 09:14:55.727528,2017-08-18 09:44:39.614000,15,Maryland plaza,749,6232 N 10th St,HOUSE,
14224,2017-08-18 16:51:10.375549,2017-08-18 19:08:51.212000,3,Hoffman Terrace,200,2523 E Devonshire Ave,HOUSE,
14194,2017-08-18 14:13:26.058010,2017-08-18 16:56:10.137000,3,Hoffman Terrace,137,2507 E Roma Ave,HOUSE,
14222,2017-08-18 15:45:07.526822,2017-08-18 19:13:23.225000,3,Hoffman Terrace,140,2525 E Roma Ave,HOUSE,
